  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      362        1.226        5.303            0      416.196       26.202      115.263
      363        1.373        5.438            0      419.091       29.475      125.058
      364        1.439        5.447            0      418.526       42.522      121.565
      365        1.510        5.406            0      419.818       43.681      117.511
      366        1.438        5.391            0      420.666       45.184      124.298
      367        1.405        5.389            0      418.917       35.386      120.891
      368        1.838        5.453            0      417.610       31.857      120.646
      369        1.506        5.313            0      421.879       26.351      119.406
      370        1.324        5.361            0      422.042       30.071      120.423
      371        1.483        5.431            0      421.415       48.698      115.268
      372        1.434        5.429            0      416.054       49.066      121.321
      373        1.443        5.464            0      419.027       38.831      122.028
      374        1.436        5.419            0      415.913       33.365      114.631
      375        1.295        5.433            0      422.662       48.675      120.936
      376        1.298        5.415            0      420.363       29.654      122.244
      377        1.369        5.286            0      420.648       51.049      114.679
      378        1.236        5.245            0      417.614       45.089      128.263
      379        1.317        5.324            0      420.042       39.984      119.911
      380        1.521        5.447            0      423.632       39.589      121.199
      381        1.299        5.416            0      417.156       65.610      126.273
      382        1.225        5.429            0      419.329       62.603      123.989
      383        1.194        5.353            0      413.300       63.090      115.811
      384        1.417        5.465            0      419.861       59.540      115.235
      385        1.173        5.381            0      416.139       81.543      114.923
      386        0.991        5.380            0      418.557       50.752      124.406
      387        0.543        5.258            0      423.196       62.072      121.803
      388        0.997        5.447            0      419.046       72.230      123.258
      389        0.919        5.330            0      418.399       62.238      110.636
      390        0.931        5.357            0      415.998       59.705      116.627
      391        1.186        5.409            0      413.725       38.255      122.398
      392        1.188        5.456            0      418.995       59.917      113.860
      393        0.957        5.304            0      420.559       43.635      113.820
      394        1.218        5.345            0      417.284       59.985      126.440
      395        1.533        5.415            0      420.710       63.266      116.113
      396        1.159        5.437            0      422.901       48.096      110.762
      397        1.091        5.187            0      418.982       52.644      110.325
      398        0.920        5.396            0      419.630       61.160      130.794
      399        1.024        5.328            0      415.795       35.199      121.264
      400        1.275        5.395            0      420.547       59.698      114.142
      401        1.244        5.247            0      416.260       53.488      115.475
      402        1.342        5.395            0      418.849       60.071      115.404
      403        1.167        5.334            0      418.932       63.435      115.482
      404        1.116        5.324            0      420.086       75.890      109.209
      405        0.944        5.340            0      422.832       79.308      127.121
      406        0.985        5.098            0      416.836       69.616      110.749
      407        0.978        5.253            0      422.707       60.704      115.387
      408        0.948        5.235            0      415.454       72.336      123.678
      409        0.951        5.322            0      418.689       52.409      118.261
      410        1.335        5.330            0      414.772       63.114      111.253
      411        1.424        5.354            0      414.967       59.372      112.374
      412        1.255        5.449            0      415.724       62.021      116.818
      413        1.055        5.385            0      418.232       72.314      110.933
      414        1.349        5.372            0      417.762       71.992      114.811
      415        1.269        5.297            0      415.546       71.521      121.094
      416        1.296        5.279            0      417.169       69.246      114.884
      417        1.076        5.362            0      419.723       45.910      128.392
      418        1.032        5.326            0      416.469       46.172      116.675
      419        1.234        5.384            0      421.657       46.112      118.566
      420        1.111        5.405            0      415.482       35.522      122.012
      421        1.026        5.295            0      415.012       52.038      125.882
      422        1.114        5.194            0      412.046       58.031      123.744
